1.0,Name,As self,As role
0.130515,"Spengemann, Carsten",71,473
0.13012,"O'Quinn, Terry",54,361
0.129834,"Martin, Jesse L.",47,315
0.129683,"Sevilla, Toni (I)",45,302
0.129496,"Austin, Jake T.",36,242
0.129442,"Braugher, Andre",51,343
0.129264,"Hebner, Earl",72,485
0.129241,"Elizondo, Hector (I)",80,539
0.129151,"Schmidt, Michael Q.",35,236
0.129134,"Jason, David (I)",82,553
0.128155,"Danielson, Bryan",66,449
0.127986,"Charles, Craig (I)",150,1022
0.12782,"Welling, Tom",34,232
0.12766,"Vila, Oriol (I)",36,246
0.127273,"Boixaderas, Jordi",63,432
0.127226,"Howard, Bob (V)",50,343
0.127072,"McGinley, John C.",46,316
0.127036,"Killam, Taran",39,268
0.126437,"Vance, Courtney B.",33,228
0.126298,"Bowler, Grant",73,505
0.126027,"Greenwood, Bruce (I)",46,319
0.125926,"Logue, Donal",51,354
0.125828,"Manquiסa, Manuel",38,264
0.125561,"Waterston, Sam",84,585
0.125506,"Grantham, Leslie",62,432
0.125461,"Mondy, Pierre",34,237
0.125461,"Harewood, David (I)",34,237
0.125413,"Selvas, David",76,530
0.125402,"Lee, Robert (XXVI)",39,272
0.125333,"Casas, Mario",47,328
0.124717,"Furst, Stephen",55,386
0.124555,"Elorriaga, Xabier",35,246
0.124454,"Garber, Victor",57,401
0.124069,"Roebuck, Daniel",50,353
0.123116,"Howard, Clint",49,349
0.122841,"Rodriguez, Tom (IV)",64,457
0.122807,"de Santo, Damiבn",35,250
0.122776,"Kind, Richard",69,493
0.122628,"Uecker, Georg",84,601
0.122399,"Hardy, Matt (I)",100,717
0.122353,"Stockwell, Dean",52,373
0.122283,"Huebel, Rob",45,323
0.122263,"Clash, Kevin",67,481
0.122112,"McDonald, Kevin (I)",37,266
0.121739,"Espadinha, Vםtor",42,303
0.121711,"Savage, John (I)",37,267
0.12156,"Petelius, Pirkka-Pekka",53,383
0.121311,"Dooley, Paul (I)",37,268
0.121127,"Peris-Mencheta, Sergio",43,312
0.121107,"Lopez, Leon (I)",35,254
0.121065,"Savage, Herschel",50,363
0.121019,"Mowry, Tahj",38,276
0.120968,"Gil, Juliבn (I)",60,436
0.120521,"Wilson, Thomas F.",37,270
0.120438,"Fargas, Antonio",33,241
0.12012,"Donovan, Tate",40,293
0.119728,"Cotton, Antony",176,1294
0.119639,"Navojec, Goran",53,390
0.119593,"Ackland, Joss",47,346
0.119565,"Faustino, David",66,486
0.119403,"Lander, David L.",56,413
0.119279,"Sauras, Alejo",86,635
0.118932,"Martםnez, Jordi (I)",49,363
0.118902,"Garcםa Pיrez, Josי Luis",39,289
0.118881,"Turturro, Nicholas",34,252
0.118881,"Forster, Robert (I)",34,252
0.118162,"Morton, Joe (I)",54,403
0.117764,"Fernבndez, David (VI)",59,442
0.117647,"Banacolocha, Jordi (I)",34,255
0.117555,"Green, Brian Austin",75,563
0.117264,"Nuסez, Oscar (I)",36,271
0.117089,"Hortelano, Antonio",37,279
0.116766,"Geisler, Baron",39,295
0.116505,"Davis, Philip (I)",36,273
0.11619,"Peretti, Diego",61,464
0.116129,"Levy, Scott (III)",36,274
0.115942,"Chandler, Kyle (I)",40,305
0.115656,"Oro, Bruno",82,627
0.115578,"Olmedo, Jesתs",46,352
0.114914,"Lopes, Nuno (I)",47,362
0.114706,"Witherspoon, John (I)",39,301
0.114583,"Quimbי",44,340
0.114478,"Simmons, Henry (I)",34,263
0.114478,"Morris, Garrett",68,526
0.114206,"Spiner, Brent",41,318
0.114198,"North, Peter (I)",37,287
0.114155,"Kooijman, Jan",50,388
0.113757,"Clotet, Marc",43,335
0.113377,"Wight, Paul (I)",139,1087
0.113158,"Malina, Joshua",43,337
0.113158,"Benton, Mark",43,337
0.113158,"Alexandre, Manuel",43,337
0.113155,"Vieira, Angיlico",123,964
0.112853,"Mysterio, Rey",72,566
0.112601,"Albet, Nao",42,331
0.112245,"Mesin, Igor",33,261
0.111538,"Rickitt, Adam",58,462
0.111446,"Healy, Tim (II)",37,295
0.111369,"Spinney, Caroll",48,383
0.111317,"Artero, Juanjo",60,479
0.111111,"Mendes, Carlos (I)",62,496
0.111111,"Foxworth, Robert",42,336
0.110749,"Fatu Jr., Solofa",34,273
0.110701,"Benoit, Chris (I)",60,482
0.110193,"Howard, Ken (I)",40,323
0.109959,"Feio, Antףnio (I)",53,429
0.109661,"West, Timothy (I)",42,341
0.109375,"Williamson, Shaun",91,741
0.109195,"Torn, Rip",38,310
0.108824,"McKinney, Mark (I)",37,303
0.107991,"Rellבn, Miguel",50,413
0.107735,"Skistimas, Craig",39,323
0.107672,"Albא, Toni",80,663
0.107383,"O'Neill, Ed (I)",64,532
0.10733,"Padalecki, Jared",41,341
0.107221,"Boxleitner, Bruce",49,408
0.106796,"Sisto, Jeremy",33,276
0.106383,"Mota, Cגndido",35,294
0.106024,"Stone, Evan (I)",44,371
0.105769,"West, Randy (I)",33,279
0.105263,"Simmons, J.K.",68,578
0.105145,"Marco, Lluםs",47,400
0.104478,"Michie, John (I)",63,540
0.104369,"Schiff, Richard",43,369
0.102941,"Lyndhurst, Nicholas",35,305
0.102609,"Gomes, Josי Pedro (I)",59,516
0.102123,"Copeland, Adam (I)",101,888
0.101201,"Gibson, Thomas (I)",59,524
0.10119,"Glover, John (I)",34,302
0.100985,"Zahera, Luis",41,365
0.10061,"Wortham, Keller",33,295
0.100264,"Esposito, Giancarlo (I)",38,341
0.100124,"Carreira, David (II)",81,728
0.0995146,"Rachins, Alan",41,371
0.0991957,"Klepl, Bohumil",37,336
0.0991736,"Masterson, Danny",36,327
0.0990338,"Huffman, Booker",82,746
0.0989011,"Pine, Robert (I)",45,410
0.0987903,"Colantoni, Enrico",49,447
0.0987433,"Shaughnessy, Charles",55,502
0.0986908,"Hines, Frazer",98,895
0.0985772,"Vבzquez, Nicolבs",97,887
0.0985222,"Benjamin, Shelton",40,366
0.0985075,"Estevez, Joe",33,302
0.0983982,"Eads, George",43,394
0.0983607,"Roine, Esko",36,330
0.0982143,"Marinaro, Ed",33,303
0.0980392,"Levesque, Paul (I)",130,1196
0.0979463,"Parnell, Chris (I)",62,571
0.0979167,"Hughes, Devon (I)",47,433
0.0978261,"Rivero, Pablo (I)",36,332
0.0976864,"McCarthy, Gerard (I)",38,351
0.0976744,"Cuevas, Carlos (I)",42,388
0.0974513,"Marques, Manuel (II)",65,602
0.0974359,"Vintיm, Paulo",95,880
0.0973597,"Richie, Shane",118,1094
0.0973262,"Oerlemans, Reinout",91,844
0.0971993,"Lanzani, Peter",59,548
0.097166,"Henry, Mark (I)",72,669
0.0970874,"Fountain, Chris (I)",50,465
0.0964912,"Gogunskiy, Vitaliy",33,309
0.0964912,"Garcia, Francisco (XII)",33,309
0.0963855,"Daniels, Phil (I)",40,375
0.096,"Casablanc, Pedro",36,339
0.0958606,"McMahon, Julian (I)",44,415
0.0957447,"Mendes, Fernando (I)",72,680
0.0947817,"Orton, Randy",89,850
0.0947631,"Vצlz, Wolfgang",38,363
0.094431,"Silvera, Joey",39,374
0.0943396,"Pickens Jr., James",45,432
0.0935551,"Labanda, Ivan",45,436
0.0931436,"Cibrian, Eddie",72,701
0.0929577,"Derqui, Pablo",33,322
0.0929095,"Hardy, Robert (I)",38,371
0.092437,"Armstrong, Curtis",44,432
0.0923466,"Pires, Paulo (I)",292,2870
0.091954,"Groves, Ricky",80,790
0.0919283,"Clapp, Gordon (I)",41,405
0.0918728,"McGinley, Ted",52,514
0.0917874,"Bonilla, Jesתs",38,376
0.091623,"Martin, Andrew (II)",35,347
0.0915395,"Munnי, Pep",66,655
0.0913706,"Mahoney, John (I)",36,358
0.0912807,"De Bellis, Marcelo",67,667
0.0911602,"Moraghan, Mark",33,329
0.0911481,"Pereira, Ricardo (I)",208,2074
0.0910543,"Majors, Lee (I)",57,569
0.0906863,"Hesseman, Howard",37,371
0.090566,"Hirsch, Judd",48,482
0.0904523,"Mazzei, Fabiבn",36,362
0.09,"Gonzבlez, Agustםn (I)",36,364
0.0898662,"LoMonaco, Mark",47,476
0.0892857,"Morgado, Diogo",140,1428
0.0892449,"Harrison, Gregory (I)",39,398
0.0892193,"Weber, Steven (I)",48,490
0.0891892,"Rosenbaum, Michael (I)",33,337
0.0887372,"Sבnchez, Ivבn (II)",52,534
0.088647,"Plaza, Pep",57,586
0.0880503,"Greenall, Simon",42,435
0.087884,"Kemp, Ross",103,1069
0.0873563,"Greco, Michael (I)",38,397
0.0873511,"Granger, Pedro",154,1609
0.0871022,"Rםos, Jordi",52,545
0.0870536,"Savant, Doug",39,409
0.0862069,"Ellison, Christopher",35,371
0.0860759,"Taylor, Meshach",34,361
0.0860215,"Senerchia, Peter",48,510
0.0854701,"Madaula, Ramon",60,642
0.0852878,"Garcםa, ֱlex (I)",40,429
0.0852713,"Maguire, Sean (I)",33,354
0.0851064,"Riera, Nicolבs",48,516
0.0848057,"Nelson, Craig T.",48,518
0.084399,"Aijima, Kazuyuki",33,358
0.0843672,"Zounar, Martin",34,369
0.0842632,"Breyner, Nicolau",219,2380
0.0838816,"Nicholson, Francisco",51,557
0.0837563,"Estes, Rob",33,361
0.0835214,"Furze, Mark",37,406
0.0833333,"Roache, William",165,1815
0.0831826,"Hollins, Ellis",46,507
0.0830189,"Rtten, Peter",66,729
0.0827922,"Hennigan, John (I)",51,565
0.0824295,"Peסa, Raתl (II)",38,423
0.0823864,"Laport, Osvaldo",58,646
0.0822511,"Elliott, David James",38,424
0.0821643,"McBride, Chi",41,458
0.0817757,"Herrmann, Edward",35,393
0.0815402,"Reso, Jason",72,811
0.0814978,"Pinsent, Gordon",37,417
0.0806452,"Scolari, Peter",35,399
0.0805755,"Dorn, Michael (I)",56,639
0.0785619,"Gaffney, Dean",59,692
0.0785219,"de Bruijn, Koert-Jan",34,399
0.0779221,"da Silva, Alexandre (I)",48,568
0.0772727,"Planas, Jordi (I)",34,406
0.0769231,"David, Keith (I)",48,576
0.076175,"Larraםn, Fernando (I)",47,570
0.0759754,"Brandon, Michael (I)",37,450
0.0754476,"Agostinho, Artur",59,723
0.0751708,"Horner, Mike (I)",33,406
0.0750988,"Sopp, Monty",38,468
0.0746269,"Arkin, Adam",35,434
0.0743961,"Cullen, Peter (I)",77,958
0.0738137,"Judge, Mike (I)",42,527
0.0728155,"McRaney, Gerald",45,573
0.0725076,"Long, Teddy (I)",48,614
0.0724876,"Coleman, Dabney",44,563
0.0724382,"Matheson, Tim (I)",41,525
0.072407,"Boatman, Michael",37,474
0.0721649,"Douglas, D.C.",35,450
0.0715096,"Curry, Tim (I)",63,818
0.0712909,"Guerrero, Sal",37,482
0.0712121,"Wood, John (VII)",47,613
0.0697051,"Whitehead, Axle",52,694
0.0695187,"Stiers, David Ogden",39,522
0.0692213,"Lourenחo, Heitor",112,1506
0.0689655,"Mirבs, Fernבn",36,486
0.0686106,"Monteiro, Miguel",40,543
0.0680412,"Palmer, Geoffrey (I)",33,452
0.0666667,"McCallum, David (I)",56,784
0.0663189,"Jacobs, Glenn",89,1253
0.0658683,"Alaskey, Joe",33,468
0.0649485,"Alazraqui, Carlos",63,907
0.0648649,"Devane, William",36,519
0.0641026,"Bader, Diedrich",50,730
0.0633333,"Warburton, Patrick",57,843
0.0623557,"Chioda, Mike",54,812
0.0622837,"Wood, Jake (I)",72,1084
0.0622407,"Melo, Manuel (I)",45,678
0.0621572,"Fonzi, Tomבs",34,513
0.0617801,"Maslen, Scott",59,896
0.061747,"Curry, Bernard",41,623
0.0610119,"Tingwell, Charles 'Bud'",41,631
0.0597826,"Gףmez, Fיlix (III)",44,692
0.0596394,"Puotila, Jukka",43,678
0.0591647,"Whyment, Andrew",51,811
0.0588235,"Goldin, Ricky Paull",51,816
0.0586932,"Sancho, Rodolfo",53,850
0.0580681,"Fonseca, Vםtor",104,1687
0.0575693,"West, Billy (II)",54,884
0.0571992,"Rogiers, Kurt",58,956
0.0569196,"Dawson, Ashley Taylor",51,845
0.0560748,"Casanovas, Cesc",36,606
0.0555771,"Castelo, Virgםlio",143,2430
0.0551181,"Arana, Facundo",42,720
0.0551053,"Wepper, Fritz",34,583
0.0549598,"Ganatra, Nitin",41,705
0.054902,"Cabrי, Nicolבs",42,723
0.0544157,"Dias, Miguel (I)",61,1060
0.0538966,"Carty, Todd",74,1299
0.0537353,"Avery, James (I)",41,722
0.0534846,"Magrini, Oscar",33,584
0.0533118,"Damiדo, Miguel",33,586
0.0530179,"Martםnez, Mariano (III)",65,1161
0.0517007,"Cartes, Marc",38,697
0.0508941,"McLachlan, Craig (I)",37,690
0.0502857,"Richardson, Kieron",44,831
0.049952,"Wolfenden, Matthew",52,989
0.0498721,"Matthews, Darren (II)",39,743
0.0493066,"Owen, Sid",64,1234
0.0482759,"Barroso, Tiago",42,828
0.0478796,"Coulthard, Michael",70,1392
0.0476457,"Wagner, Jack (I)",85,1699
0.0465116,"Valenzuela, Gonzalo (I)",42,861
0.0464481,"de Sousa, Victor",85,1745
0.0463079,"Pujades, Octavi",37,762
0.0458488,"Borges, Alexandre (I)",37,770
0.0457516,"Guilherme, Miguel",49,1022
0.0449799,"Mourato, Jorge",56,1189
0.0444145,"van Eeuwen, Mark",33,710
0.0439834,"Zabaleta, Jorge",53,1152
0.0437567,"Ross, Neil (I)",41,896
0.0429082,"Medeiros, Marco",36,803
0.0420315,"Castro, Luciano (I)",48,1094
0.0405268,"Bisson, Chris",40,947
0.0404516,"Machado, Antףnio (III)",43,1020
0.0403481,"Pereira, Josי Carlos (I)",102,2426
0.039932,"Timothy, Christopher",47,1130
0.0394355,"Teixeira, Pedro (I)",95,2314
0.0388751,"Kenny, Tom (I)",94,2324
0.0379213,"Shepherd, Jack P.",54,1370
0.0375427,"Ramos, Tony (I)",44,1128
0.0374823,"Charnock, Mark",53,1361
0.0374651,"Raposo, Josי (I)",94,2415
0.0369766,"Moloney, Ryan (I)",68,1771
0.0369231,"de Carvalho, Ruy",108,2817
0.0357895,"Valsassina, Diogo",34,916
0.0341805,"Cleymans, Jelle",39,1102
0.0332068,"Martin, Derek (II)",35,1019
0.0318823,"St. John, Kristoff (I)",52,1579
0.0317604,"Kanan, Sean",35,1067
0.0315985,"Knight, Michael E.",34,1042
0.0313869,"Costa, Miguel (I)",43,1327
0.0312316,"Alfaiate, Isaac",53,1644
0.030913,"Cordeiro, Antףnio",43,1348
0.030888,"Carriחo, Ricardo",88,2761
0.0307692,"Areia, Carlos",48,1512
0.0306122,"Fenwick, Perry",48,1520
0.0282004,"Rapazote, Pךpך",76,2619
0.027972,"Pimentel, Afonso",48,1668
0.0278536,"Janeiro, Nuno",51,1780
0.027439,"Melo, Rui",36,1276
0.0273619,"Martinho, Tozי",53,1884
0.0273363,"Nunes, Rui Porto",43,1530
0.026831,"Castro, Ricardo (III)",37,1342
0.0265283,"Corrula, Jorge",69,2532
0.0263158,"Barroso, Pedro (I)",44,1628
0.0258856,"Rocha, Paulo (II)",38,1430
0.0254477,"Ricardo, Joדo (I)",54,2068
0.0247748,"Castellaneta, Dan",33,1299
0.0245468,"Samora, Rogיrio",65,2583
0.0241888,"Carvalho, Pedro (IV)",41,1654
0.0235784,"Lima, Pedro (I)",85,3520
0.0231823,"Melo, Nuno (I)",44,1854
0.0218894,"Nunes, Andrי (I)",38,1698
0.0215983,"Bergman, Peter (IX)",50,2265
0.021148,"Didelet, Joדo",49,2268
0.0206825,"Saraiva, Rodrigo",40,1894
0.0205454,"Woodyatt, Adam",55,2622
0.0204871,"Norte, Vםtor",53,2534
0.0201117,"LaMarche, Maurice",36,1754
0.019889,"Lagarto, Joדo (I)",43,2119
0.0190295,"Fidalgo, Josי",40,2062
0.0184615,"Jerףnimo, Albano",36,1914
0.0184587,"Luםs, Fernando (I)",40,2127
0.0183066,"Luz, Adriano (I)",40,2145
0.0181269,"Laginha, Pedro",42,2275
0.0180822,"Rodrigues, ֲngelo",33,1792
0.0180683,"Fletcher, Alan (I)",55,2989
0.0180328,"Reis, Joדo (I)",33,1797
0.0176557,"Perry, Joדo",36,2003
0.01716,"Gering, Galen",40,2291
0.0170193,"Aldeia, Tiago",37,2137
0.0166122,"Cerdeira, Antףnio Pedro",61,3611
0.0157512,"Mendes, Rui (I)",39,2437
0.0149813,"Braeden, Eric (I)",40,2630
0.0146138,"Esparteiro, Luםs",56,3776
0.0140306,"Nicolau, Joaquim",33,2319
0.013738,"Moss, Ronn",43,3087
0.0137276,"Amaral, Diogo",39,2802
0.0136258,"de Sב, Nuno Homem",41,2968
0.0120101,"Delgado, Marco (I)",38,3126
0,    For further info visit http://www.imdb.com/licensing/contact
